title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The term ""heating installation"" is ambiguous. It could mean the heater itself, or it could mean the heater plus the pipes and other equipment that are part of the system.
The insurance company has to interpret the term ""heating installation"" in a way that is reasonable and fair to both parties. In",,-2.732570648,-1.982570529,-1.888820529,-2.701320648,-1.951320529,-1.982570529,-6.795070648,-9.326320648
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The term ""heating installation"" is ambiguous. It could refer to a heating system that is installed in a home, or it could refer to a heating system that is installed in a home and is used for heating.
The term ""heating installation"" is ambiguous. It could refer to a heating system that",,-2.812866449,-2.062866449,-2.062866449,-2.500366449,-1.812866449,-1.937866449,-6.687866211,-9.062866211
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The reason is that the ""escape of water"" is not sudden or unforeseen. It is a slow leak that Carol knew about and did nothing about for several days.
The insurance company is not obligated to pay for the damage.
The insurance company is obligated to pay for the damage.
The insurance",,-2.960765362,-2.21881938,-2.03131938,-2.53131938,-2.06256938,-1.93756938,-6.437569618,-9.000069618
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance company's definition of ""Escape of Water"" is a ""plain English"" definition, and it is not ambiguous.
The insurance company's definition of ""Escape of Water"" is a ""plain English"" definition, and it is not ambiguous.
The insurance company's definition of",,-2.596794605,-2.038753033,-1.898128033,-2.648128033,-2.241878033,-2.304378033,-6.476253033,-8.80437851
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The reason is that the ""sudden/unforseen"" requirement is not a strict requirement. It is a ""soft"" requirement, meaning that it is not a requirement that must be met in order for the policy to cover the damage. Rather, it is a requirement that must be met in order",,-2.589601994,-2.016607523,-1.829107523,-2.610357523,-2.250982523,-2.219732523,-6.485357285,-8.829107285
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The reason is that the word ""flow"" is a verb, and verbs are used to describe actions. In this case, the action is the water flowing out of the bowl. The fact that the water is flowing out of the bowl is what causes the damage.
The word ""flow"" is also",,-3.025137663,-2.040762663,-1.837637663,-2.759512663,-2.165762663,-2.072012663,-6.853262901,-9.025137901
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The reason is that the ordinary meaning of ""flow of water"" is not limited to water that is flowing in a river or stream. It also includes water that is flowing in a pipe or other enclosed space.
This is an example of how the ordinary meaning of a word can be expanded to include situations",,-3.036065102,-2.051690102,-1.801690221,-2.832940102,-2.254815102,-2.098565102,-6.942315102,-9.051690102
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The reason is that the word ""flow"" is a verb, and verbs are used to describe actions. In this case, the verb ""flow"" is used to describe the action of water moving from one place to another.
The word ""flow"" is also used to describe the movement of water in",,-3.069841862,-2.085466862,-1.835466862,-2.772966862,-2.194841862,-2.054216862,-6.929216862,-9.054216385
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The reason is that the ""internal source"" is the bathtub, which is not an internal source. The internal source is the water, which is not a source at all.
The reason is that the ""internal source"" is the bathtub, which is not an internal source.",,-2.695302486,-2.104953766,-1.979953647,-2.604953766,-1.854953647,-1.979953647,-6.917453766,-8.979953766
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The reason is that the water in the tub is not an ""internal source"" of the damage. The water in the tub is an external source of the damage. The water in the tub is not part of the house. The water in the tub is not part of the tub. The water in the",,-2.839576721,-2.180087566,-1.992587447,-2.680087566,-1.992587447,-1.930087447,-7.055087566,-9.11758709
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The reason is that the ""internal source"" is the bathtub, which is not an internal source. The internal source is the water in the bathtub, which is not a source at all.
The reason is that the ""internal source"" is the bathtub, which is not",,-2.737297773,-2.167922974,-1.980422974,-2.605422974,-1.917922974,-1.980422974,-6.980422974,-9.105422974
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The reason is that the insurance policy is written in a way that would be understood by ordinary speakers of English to exclude the damage caused by the grill. The policy covers ""naturally-occurring fire,"" but the fire in this case was not naturally-occurring. It was caused by a defect in the grill.",,-3.237275839,-2.424658775,-1.862158775,-2.862158775,-2.299658775,-1.799658775,-6.799658775,-8.674658775
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The term ""naturally occuring fire"" is ambiguous. It could mean ""fire that occurs naturally in the world"" or ""fire that occurs naturally in the world, but not as a result of human activity.""
The insurance company's interpretation of the term is the one that is most favorable to the",,-3.229489326,-2.333005667,-1.958005667,-2.895505667,-2.270505667,-1.895505667,-6.645505905,-8.645505905
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The reason is that the definition of ""fire"" in the policy is not a complete definition. It is a definition of a term that is used in the policy. The policy also uses the term ""fire"" in the definition of ""loss."" The definition of ""loss"" is ""damage to the policy",,-3.187611103,-2.375111103,-1.812611103,-2.875111103,-2.375111103,-1.875111103,-6.750111103,-8.687610626
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The insurance company will not cover the damage to Charlotte's home because the waterbed is inside the home. The waterbed is not ""outside the building.""
The insurance company will cover the damage to Charlotte's home because the waterbed is inside the home. The waterbed is ""outside the",,-3.029439688,-1.986336231,-2.173836231,-2.650398731,-1.642586231,-2.119148731,-6.517586231,-8.673835754
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, No," No.
The answer is no because the water came from outside the building, but it did not come from outside the property. The water came from the fire hydrant, which is outside the building, but it is still on the property.
The answer is no because the water came from outside the building, but",,-2.977196693,-1.852196693,-2.055321693,-2.820946693,-1.664696693,-2.274071693,-6.492821693,-8.586571693
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The answer is no because the water came from inside the building.
The answer is no because the water came from outside the building.
The answer is no because the water came from a sudden release from outside the building.
The answer is no because the water came from a sudden release from inside the",,-2.984230995,-1.859230876,-2.109230995,-2.765480995,-1.577980876,-2.234230995,-6.671730995,-8.546730995
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The answer is no because the water level of the creek gradually rose over the course of several years. The water level of the creek did not rise rapidly.",,-3.213195324,-2.072570324,-2.135070324,-2.596007824,-1.783507824,-1.916320324,-6.564757824,-8.361633301
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, No," No.
The answer is no because the water level of the creek did not rise rapidly. The water level of the creek rose over the course of a few hours.
The answer is no because the water level of the creek did not rise rapidly. The water level of the creek rose over the course of a few",,-3.057298183,-1.854173183,-2.026048183,-2.674485683,-1.768235683,-2.080735683,-6.537766933,-8.19401741
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The answer is no because the water level of the creek gradually rises over the course of about a week. The word ""rapid"" means ""fast"" or ""quick."" The word ""build-up"" means ""to accumulate or increase gradually."" The word ""rapid"" is not used in the definition of",,-3.203613281,-2.055175781,-2.094238281,-2.602050781,-1.7817384,-1.8989259,-6.555175781,-8.336425781
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The reason is that the term ""political disturbance"" is not defined in the insurance policy. The term is not defined in the insurance policy because it is a term of art, a term that has a specific meaning in the insurance industry.
The term ""political disturbance",,-3.167762756,-2.139657736,-1.764657736,-2.889657736,-2.014657736,-1.639657736,-7.264657974,-8.889657974
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The reason is that the term ""political disturbance"" is not defined in the policy. The term is not defined in the policy because it is a term of art, a term that has a specific meaning in the insurance industry.
The term ""political disturbance"" is a term",,-3.06492424,-2.043836594,-1.793836474,-2.856336594,-1.981336474,-1.668836474,-7.168836594,-8.981336594
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no," no.
The reason is that the term ""political disturbance"" is not defined in the policy. The term is not defined in the policy because it is not a term of art. It is a term that is used in ordinary speech, and the meaning of the term is not ambiguous.
",,-3.13519907,-2.135276318,-1.822776198,-2.885276318,-1.947776198,-1.635276198,-7.135276318,-8.822775841
Garden Plants II,Yes/No,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The reason is that the damage to the plants was not caused by ""malicious people or vandals."" The damage was caused by a dog.
The insurance company would not be liable for the loss.
This is an example of a <strong>mismatch</strong> between the <strong>legal</strong> and ",,-3.421532393,-2.230614662,-1.980614781,-2.918114662,-1.855614781,-1.730614781,-6.730614662,-8.793114662
