title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered," """," ""No.""
Mariam's insurance company, however, does cover the damage caused by the oil leak. The company's policy states that ""the owner of the property is responsible for the repair or replacement of the heating installation.""
The insurance company also covers Mariam's ""reasonable expenses"" for the repair or replacement",,-4.968370438,-3.030870438,-2.030870438,-4.843370438,-2.468370438,-2.030870438,-5.593370438,-8.655870438
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""No.""
Mariam's insurance company, however, does cover the damage caused by the oil lamp. The company's policy states that ""the owner of the oil lamp shall be responsible for the cost of repairing the oil lamp.""
Mariam's insurance company also covers the damage caused by the oil lamp. The",,-5.070831776,-3.008331776,-2.070831776,-4.945831776,-2.508331776,-2.008331776,-5.508331776,-8.633331299
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""No.""
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
",,-5.285783291,-3.26971674,-2.45721674,-4.76971674,-2.51971674,-1.894716859,-5.45721674,-8.457217216
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom",,-5.195083618,-3.224993706,-2.474993706,-4.599993706,-2.412493706,-1.912493706,-5.537493706,-8.474993706
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""No.""
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's",,-5.236375809,-3.218933582,-2.468933582,-4.718933582,-2.531433582,-1.906433463,-5.531433582,-8.468933105
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""No.""
Miranda's insurance policy does not cover damage caused by a ""flow of water"" that is caused by a ""seizure of a water supply.""
Miranda's policy does not cover damage caused by a ""seizure of a water supply.""
Miranda's policy does not cover",,-5.337051392,-3.163122177,-2.350622177,-5.600622177,-2.538122177,-1.975622058,-5.163122177,-8.788122177
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered," """," ""No.""
Miranda's insurance policy does not cover the damage caused by the water leak, but it does cover the damage caused by the water itself. The insurance company pays for the repair, and Miranda pays for the water damage.
Miranda's insurance policy does not cover the damage caused by the water leak",,-5.38500309,-3.193566084,-2.443566084,-5.693566322,-2.506066084,-1.943566084,-5.193566322,-8.818566322
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""No.""
Miranda's insurance policy does not cover the damage caused by the leaky water cooler. The policy does not cover the damage caused by the water leaking through her walls. The policy does not cover the damage caused by the water leaking through her floor. The policy does not cover the damage caused by the",,-5.415531635,-3.125778913,-2.438278913,-5.688279152,-2.563278913,-1.938278913,-5.188279152,-8.875779152
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""No.""
Belinda's insurance policy does not cover the damage to her home from the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage to her home from the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage to her",,-5.298243523,-2.91921401,-2.16921401,-5.294214249,-2.35671401,-1.85671401,-5.544214249,-7.731714249
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered," """," ""No.""
Belinda's insurance policy does not cover the damage to her home caused by the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage to her home caused by the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage",,-5.295422554,-2.831572294,-2.206572294,-5.331572533,-2.394072294,-1.894072294,-5.519072533,-7.769072533
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""No.""
Belinda's insurance policy does not cover the damage to her home from a skunk attack.
Belinda's insurance policy does not cover the damage to her home from a skunk attack.
Belinda's insurance policy does not cover the damage to her home from a skunk attack.
",,-5.345944405,-2.849955082,-2.162455082,-5.287455082,-2.349955082,-1.912455082,-5.474955082,-7.662455082
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""No.""
Fatema's insurance company, however, does cover the damage to her garage. The insurance company's policy states that ""the owner of the property is responsible for the cost of repairing the damage caused by the natural occurrence of fire.""
The insurance company's policy also states that ""the owner of the",,-5.491371155,-3.173740149,-2.173740149,-4.798740387,-2.298740149,-1.986240149,-5.736240387,-8.361240387
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered," """," ""No.""
Fatema's insurance company, however, does cover her for the damage to her garage. The insurance company's policy states that ""the insured shall be entitled to reimbursement for the cost of repairing the damage to the garage.""
Fatema's insurance company, however, does not cover the damage to her",,-5.437948704,-3.141878128,-2.204378128,-4.766878128,-2.329378128,-2.016878128,-5.704378128,-8.391878128
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""No.""
Fatema's insurance company, however, does cover her for the damage to her garage. The insurance company's policy states that ""the owner of the property is responsible for the damage to the property caused by the natural occurrence of fire.""
The insurance company's policy also states that ""the owner of",,-5.465566635,-3.153066635,-2.153066635,-4.715566635,-2.340566635,-2.028066635,-5.715566635,-8.340566635
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The insurance company's claim is denied. Charlotte's insurance company then files a claim with the state of North Carolina for damages to her home. The state's insurance company, however, does not consider the damage to be ""flooding"" because the waterbed in her bedroom is not ""outside the building",,-4.594348907,-2.845008373,-2.032508373,-4.720008373,-2.345008373,-1.595008254,-5.845008373,-8.970007896
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The insurance company is not required to pay for damage caused by flooding. The insurance company is not required to pay for damage caused by flooding.
The insurance company is not required to pay for damage caused by flooding.
The insurance company is not required to pay for damage caused by flooding.
The insurance",,-4.566811562,-2.879311562,-2.066811562,-4.691811562,-2.316811562,-1.629311442,-5.816811562,-8.879311562
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no," no.
The insurance company is not required to pay for damage caused by flooding. However, if the insurance company does not pay for damage caused by flooding, the insurance company is required to pay for the damage caused by the flood.
The insurance company is not required to pay for damage caused by flooding. However,",,-4.48593235,-2.798432112,-1.985932112,-4.67343235,-2.360932112,-1.610932112,-5.92343235,-8.92343235
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard."" The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard.""
The insurance company's response to Rebecca's claim is that the",,-4.482917309,-3.089598656,-2.089598656,-4.964598656,-2.464598656,-1.714598536,-5.777098656,-8.902098656
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard."" The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard.""
The insurance company's response to Rebecca's claim is that the",,-4.405846596,-3.030846596,-2.030846596,-4.968346596,-2.468346596,-1.718346477,-5.780846596,-8.905846596
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no," no.
The insurance company is not required to pay for the damage, but it does pay for the cost of repairing the damage.
The insurance company is not required to pay for the damage, but it does pay for the cost of repairing the damage.
The insurance company is not required to pay for the damage",,-4.535431862,-3.100598574,-2.038098574,-4.975598335,-2.475598574,-1.725598574,-5.788098335,-8.913098335
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
Genie's insurance company, however, is not happy with Genie's decision to file a claim for garden damage. Genie's insurance company is concerned that Genie's insurance company will not pay for the damage to her plants, and that Genie's insurance company will not pay for the damage to her insurance policy.",,-3.987411499,-2.68669939,-1.81169939,-5.12419939,-2.49919939,-1.93669939,-5.74919939,-8.686698914
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
Genie's insurance company, however, does cover the damage to her garden plants. Genie's insurance company also covers the damage to her property, but Genie's insurance company does not cover the damage to her property caused by the strike. Genie's insurance company does cover the damage to her property caused by the",,-4.217177868,-2.904677868,-1.904677749,-5.092177868,-2.529677868,-1.842177749,-5.654677868,-8.717177391
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
Genie's insurance company, however, is not happy with Genie's claim. Genie's insurance company is concerned that Genie's claim is too broad, and that Genie's claim is too vague. Genie's insurance company is concerned that Genie's claim is too broad, and that Genie's claim is too vague",,-3.967465878,-2.786336899,-1.91133678,-4.973836899,-2.536336899,-1.91133678,-5.723836899,-8.661336899
