title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance policy defines ""heating installation"" as ""a fixed oil-fired heating installation."" The policy defines ""fixed oil-fired heating installation"" as ""a fixed oil-fired heating installation that is installed in a building and is designed to heat the building."" The policy defines ""building"" as ""a structure that is",,-4.386878967,-2.058753967,-1.371253967,-5.168128967,-2.746253967,-2.340003967,-7.152503967,-8.738441467
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The insurance company's policy is written in a way that covers the damage. The policy defines ""heating installation"" to include ""oil-fired heating installation."" The policy defines ""oil-fired heating installation"" to include ""a wall-mounted oil lamp."" The policy defines ""wall-mounted oil lamp"" to include ""a",,-4.510491848,-2.180850029,-1.462100029,-5.118350029,-2.665225029,-2.227725029,-7.149600029,-8.735537529
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The insurance company's policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy",,-3.815174103,-2.018299103,-1.596424103,-4.112049103,-2.518299103,-2.440174103,-6.862049103,-8.213611603
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance company's policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy",,-3.562423944,-1.874923944,-1.390548944,-4.398361206,-2.781173944,-2.656173944,-6.874923706,-8.117111206
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The insurance company's policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy is written in a way that is designed to be understood by ordinary speakers of English. The policy",,-3.726053476,-1.935851097,-1.404601097,-4.435851097,-2.810851097,-2.607726097,-6.810851097,-8.154601097
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The insurance policy is written in a way that is clear and understandable to the average person. It does not use any technical or legal terms that would be difficult to understand. The policy also includes a clear definition of the term ""Escape of Water,"" which is defined as ""damage to buildings and contents caused by a",,-3.994046211,-1.837796092,-1.525296092,-4.517483711,-2.650296211,-2.712796211,-6.744046211,-7.892483711
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance policy is written in a way that is designed to be understood by ordinary speakers of English. The policy defines ""Escape of Water"" as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" The policy also",,-4.006323338,-1.857885838,-1.514135838,-4.623510838,-2.701635838,-2.779760838,-6.803198338,-8.193822861
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The insurance policy is written in a way that is designed to be understood by ordinary speakers of English. The policy defines ""Escape of Water"" as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" The policy also",,-4.021339893,-1.880714893,-1.552589893,-4.451027393,-2.615089893,-2.677589893,-6.755714893,-7.966652393
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The insurance company's policy is ambiguous, but the ambiguity is not in the words ""internal source."" The ambiguity is in the phrase ""sudden, unforeseen flow of water."" The policy does not define ""sudden"" or ""unforeseen,"" and the policy does not",,-3.870551825,-1.88332963,-1.43020463,-4.281766891,-2.38332963,-2.03957963,-6.977079391,-7.906766891
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance policy is written in a way that is designed to be understood by ordinary speakers of English. The policy defines ""Escape of Water"" as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" The policy also",,-3.814868927,-1.838923335,-1.385798335,-4.667048454,-2.713923454,-2.401423454,-6.901423454,-7.932673454
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The insurance company's policy is ambiguous, but the ambiguity is not in the words ""internal source."" The ambiguity is in the words ""sudden, unforeseen."" The policy does not say that the water must be ""sudden"" or ""unforeseen"" in",,-3.838691235,-1.885709047,-1.416959047,-4.620083809,-2.651334047,-2.338834047,-6.791958809,-7.752896309
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The reason is that the policyholder's property is damaged by a ""naturally-occurring fire."" The policyholder's property is damaged by a ""naturally-occurring fire"" because the damage is caused by a naturally-occurring fire. The damage is caused by a naturally-occurring fire",,-4.054849625,-1.898985147,-1.398985147,-4.297422409,-2.539610147,-2.148985147,-6.938047409,-8.000547409
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes. 
The insurance policy defines ""Fire"" as ""damage to the policyholder's property caused by naturally-occurring fire."" The policyholder's property is the garage, and the damage is the fire that destroyed the garage. The fire was caused by a naturally-occurring fire, so the policy covers the",,-3.970199347,-1.845330596,-1.407830596,-4.196893215,-2.517205715,-2.189080715,-6.892205715,-8.118767738
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes. 
The reason is that the policyholder's property was damaged by a fire that was ""naturally occurring."" The fire was not caused by Fatema's negligence, and it was not caused by a man-made object (such as the grill). 
The policyholder's property was damaged by a fire that was",,-4.019415855,-1.878790855,-1.410040855,-4.253790855,-2.519415855,-2.160040855,-6.878790855,-8.081915855
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The reason is that the waterbed is a ""sudden release from outside the building."" The waterbed is not a part of the building, but it is a part of the ""building"" in the sense that it is outside the building. The waterbed is outside the building, but it is not outside",,-4.030100346,-1.819404483,-1.350654483,-4.639717102,-2.663154602,-2.428779602,-6.694404602,-7.749092102
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The reason is that the insurance policy is written in the language of the law, which is the language of the insurance contract. The law defines ""flooding"" as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" The law defines ""outside the buildings",,-3.924989223,-1.729676843,-1.245301843,-4.823426723,-2.807801723,-2.542176723,-6.784364223,-7.979676723
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The reason is that the insurance policy is written in a way that is consistent with the ordinary meaning of the word ""flooding."" The policy defines ""flooding"" as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" The policy does not define """,,-4.01713562,-1.759322882,-1.306197882,-4.63432312,-2.618697882,-2.368697882,-6.81401062,-7.96244812
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The reason is that the word ""rapid"" is not being used in the sense of ""quick"" or ""fast."" Rather, it is being used in the sense of ""sudden."" The word ""rapid"" is being used in the sense of ""sudden"" because the word ""rapid"" is being",,-4.108817101,-2.077567339,-1.499442339,-4.132254601,-2.405692339,-2.124442339,-6.921317101,-8.108817101
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The reason is that the insurance policy is written in a way that is consistent with the ordinary meaning of the word ""flooding."" The insurance policy is written in a way that is consistent with the ordinary meaning of the word ""flooding."" The insurance policy is written in a way that is consistent with the ordinary",,-4.001409054,-2.001409054,-1.438909054,-4.204534054,-2.532659054,-2.235784054,-6.907659054,-8.079534531
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The reason is that the word ""rapid"" is not being used in the sense of ""quick"" or ""fast."" Rather, it is being used in the sense of ""sudden."" The word ""rapid"" is being used in the sense of ""sudden"" because the word ""rapid"" is being",,-4.117218018,-2.062530518,-1.437530518,-4.226593018,-2.484405518,-2.125030518,-6.953155518,-8.109405518
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The insurance policy is written in the language of the law, which is not the language of ordinary speakers of English. The insurance policy is written in the language of the law, which is not the language of ordinary speakers of English. The insurance",,-4.140879631,-1.887037754,-1.496412754,-4.629225254,-2.340162754,-2.043287754,-7.105787754,-8.887037277
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance policy defines ""Garden Plants"" as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" The policy does not define",,-3.741483688,-1.718046069,-1.499296069,-4.358671188,-2.280546188,-2.202421188,-6.866483688,-8.569608688
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The insurance policy defines ""Garden Plants"" as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" The policy does not define """,,-4.12209034,-1.933208704,-1.605083704,-4.605083466,-2.323833704,-2.136333704,-6.987895966,-8.761333466
