title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The answer is yes. The phrase ""sudden, unforeseen"" is a compound adjective that modifies the noun ""flow of water."" The word ""sudden"" is an adverb that modifies the verb ""burst,"" and the word ""unforeseen"" is an adverb that modifies the verb ""burst",,-2.770977736,-2.067852736,-1.106915236,-4.067852974,-2.497540236,-2.200665236,-7.739727974,-9.837384224
Escape of Water I,Yes/No,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The answer is yes. The key to this question is the word ""sudden"". The word ""sudden"" is understood to mean ""without warning"" or ""unexpected"". The pipe leaking for several hours is not sudden or unforeseen. The word ""sudden"" is used to indicate that the damage was",,-3.013956547,-2.168760777,-1.410948277,-3.731260777,-1.895323277,-1.848448277,-7.723448277,-9.82891655
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The leak in the bowl is a sudden, unforeseen flow of water, so Miranda is covered by the insurance policy. The fact that the leak was",,-3.621711731,-1.957649112,-1.090461612,-4.442024231,-2.199836731,-1.848274112,-7.848274231,-9.836555481
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The washing machine's leak is an unforeseen flow of water, so Miranda is covered. (Note that the insurance policy would not cover damage caused by",,-3.611222267,-1.900284767,-1.048722267,-4.540909767,-2.267472267,-1.947159767,-7.736222267,-9.724503517
Escape of Water II,Yes/No,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The key word is ""sudden."" Miranda's water cooler was leaking steadily, not suddenly. Therefore, the damage was not caused by a ""flow",,-3.594771862,-1.922896862,-1.133834362,-4.368209362,-2.118209362,-1.844771862,-7.751021862,-9.758834839
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The answer is yes because the word ""internal"" is used to modify the noun ""source."" The word ""internal"" means ""within the building."" The bathtub is an internal source of water because it is located within the building. The word ""internal"" is not used to mean",,-3.487499714,-2.011925459,-1.285362959,-4.254113197,-1.824425459,-1.691612959,-8.097863197,-9.293175697
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The answer is yes. The term ""internal source"" is understood to mean a source that is within the building, not outside of it. The water leak in Belinda's tub is an internal source, since it originates from within her home. Therefore, Belinda is covered by her insurance policy.
The term",,-3.353678226,-1.985438108,-1.165125608,-4.282313347,-2.055750608,-1.751063108,-7.962000847,-9.016688347
Escape of Water III,Yes/No,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes," yes.
The answer is yes. The term ""internal source"" is understood to mean something that originates from within the building, not from outside. The water came from the bathtub, which is an internal source. The fact that the water was tomato juice and not water from a burst",,-3.35365963,-2.021054268,-1.200741649,-4.239804268,-2.060116768,-1.810116649,-7.794491768,-8.817929268
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The key to this question is to recognize that the term ""naturally occurring"" is being used to define the scope of the insurance coverage. The term ""naturally occurring"" is not being used to mean ""spontaneous"" or ""unintentional."" Rather, it is being used to mean """,,-3.169063091,-2.162343502,-1.709218502,-3.068593502,-1.474843502,-1.787343502,-7.998281002,-10.12328148
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, No," No.
The key to this question is the word ""naturally-occurring."" The word ""naturally-occurring"" is a term of art in the insurance industry, and it is not a term that ordinary speakers of English would use to describe a fire. In the insurance industry, ""naturally-oc",,-3.151650906,-2.158463955,-1.697526574,-3.056901455,-1.494401574,-1.822526574,-8.103776932,-10.17408943
Fire,Yes/No,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The key to this question is the word ""naturally-occurring."" The phrase ""naturally-occurring fire"" is not just a synonym for ""fire."" Rather, it is a phrase that connotes a certain kind of fire that is not caused by human activity. The phrase ""naturally-",,-3.194936275,-2.233998775,-1.687123656,-3.046498775,-1.515248656,-1.765248656,-7.898061275,-10.06602955
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The answer is ""No"" because the waterbed in Charlotte's bedroom is ""inside the building."" The waterbed is a piece of furniture located in Charlotte's bedroom, which is inside her home. Therefore, the damage caused by the leaky waterbed is not ""outside the building."" The water damage to",,-3.48182106,-2.124800682,-1.765425563,-3.679488182,-1.523238063,-1.968550563,-7.609175682,-10.14823818
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The answer is yes because the car hitting the fire hydrant is an ""outside"" event. The car is outside the building, and the water comes from outside the building. The car hitting the fire hydrant is an ""outside"" event, and the water damage is caused by that event. Therefore, Charlotte",,-3.455856562,-2.057419062,-1.549606562,-3.908981562,-1.721481562,-2.010544062,-7.580856323,-10.20195007
Flood I,Yes/No,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The answer is ""No"" because the water came from a rain barrel that was located next to her home, not from a sudden release from outside the building. The water did not come from a source that was outside the building, but rather from a source that was inside the building (the rain barrel). Therefore",,-3.513254404,-2.161691904,-1.724191904,-3.708566904,-1.513254404,-1.833566904,-7.755441666,-10.40778542
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The key to this question is to understand the word ""rapid"". The word ""rapid"" is an adjective that modifies the noun ""build-up"". It means ""happening or done quickly"". In this case, the rapid build-up of water in the creek is not happening quickly, but rather over the course",,-3.659416914,-2.495354414,-2.065666914,-3.315666914,-1.175041914,-1.612541914,-7.839104652,-10.5148859
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, No," No.
The reason for this answer is that the water from the creek rose over the course of several hours, not in a rapid manner. The insurance policy defines ""rapid build-up"" as an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings. The water from the",,-3.461770773,-2.274270773,-1.758645773,-3.500833273,-1.321145773,-1.664895773,-7.743021011,-10.48520851
Flood II,Yes/No,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The answer is ""No"" because the word ""rapid"" modifies the adjective ""build-up"", not the noun ""water"". The word ""rapid"" is an adverb, and adverbs modify verbs, adjectives, or other adverbs, not nouns. Therefore, the phrase ""rapid build-up"" is",,-3.566272259,-2.456897259,-1.92564714,-3.347522259,-1.23033464,-1.58970964,-7.847522259,-10.51158428
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, No," No.
The answer is ""No"" because the insurance policy does not cover damage to plants caused by ""civil commotion, strikes, or labor and political disturbances."" The key word is ""labor,"" which is not present in the policy. The",,-3.12323451,-1.928268909,-1.787643909,-3.654831409,-1.350143909,-1.803268909,-8.334518433,-10.72123718
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, No," No.
The answer is ""No"" because the term ""civil commotion"" is not a term of art in the insurance policy. The term ""civil commotion"" is a legal term that refers to a riot or a disturbance of the peace. The term",,-3.224220753,-2.044533253,-1.771095753,-3.599220753,-1.380470753,-1.755470753,-8.263282776,-10.47812653
Garden Plants I,Yes/No,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, No," No.
The answer is ""No"" because the term ""political disturbance"" is not a term of art in the insurance policy. The term ""civil commotion"" is a term of art, and ""political disturbance"" is a synonym for ""civil commotion.""",,-3.279897213,-1.900959611,-1.775959611,-3.830646992,-1.354084611,-1.807209611,-8.307209969,-10.54158497
